D001426<>261499
D016987<>238798
D056104<>69
D056104<>69
D056104<>69
D020897<>390
D012143<>221034
D030541<>38560
D030541<>38560
D015533<>36576
D005391<>436
D055805<>545
D002949<>88
D002949<>88
D005788<>817
D055765<>1287
D055765<>1287
D055765<>1287
D014350<>265
D016947<>2127
D016947<>2127
D012185<>2371
D056654<>1031
D056654<>1031
D014860<>9675
D014860<>9675
D014860<>9675
D014860<>9675
D005624<>3570
D020265<>81
D020265<>81
D020126<>2462
D000016<>828
D000016<>828
D000016<>828
D000016<>828
D000016<>828
D031298<>228
D007203<>903
D010181<>7203
D010181<>7203
D011483<>681
D053536<>90
D053536<>90
D053536<>90
D015070<>194
D015070<>194
D006838<>1506254
D019458<>14771
D010204<>434
D018478<>208
D051517<>826
D003560<>101393
D003560<>101393
D052598<>32
D007873<>1792
D004697<>20221
D004697<>20221
D004697<>20221
D004697<>20221
D016097<>4186
D016097<>4186
D016097<>4186
D016785<>2575
D015035<>2159
D015035<>2159
D012866<>4060
D003189<>2598
D064790<>697
D043222<>3259
D043222<>3259
D043222<>3259
D002273<>48038
D007300<>16398
D055964<>51
D055964<>51
D055964<>51
D001583<>14715
D000071679<>5733
D000071679<>5733
D000071679<>5733
D000071679<>5733
D000071679<>5733
D000071679<>5733
D003221<>12327
D003221<>12327
D003221<>12327
D026689<>3776
D026689<>3776
D019111<>423
D016062<>24425
D015197<>4510
D010155<>2551
D057872<>273
D057872<>273
D057872<>273
D064199<>561
D064199<>561
D003419<>5506
D053493<>760
D053493<>760
D053493<>760
D053493<>760
D053493<>760
D053493<>760
D018783<>1058
D051183<>638
D051183<>638
D051183<>638
D051183<>638
D055050<>1763
D055050<>1763
D018073<>2872
D011233<>68186
D011233<>68186
D011233<>68186
D011233<>68186
D011233<>68186
D029905<>37
D001707<>62110
D001707<>62110
D001707<>62110
D001707<>62110
D001707<>62110
D001707<>62110
D001707<>62110
D001707<>62110
D055944<>244
D055944<>244
D002185<>1193
D011321<>1929
D002550<>3698
D060749<>883
D060749<>883
D060749<>883
D060749<>883
D060749<>883
D001764<>1246
D061988<>3944
D005605<>14
D005605<>14
D005605<>14
D005605<>14
D005605<>14
D005605<>14
D004628<>414701
D000892<>2609
D000892<>2609
D065506<>204
D010254<>31918
D010254<>31918
D000072137<>192
D005490<>4180
D008190<>134703
D008528<>1020
D008528<>1020
D003595<>8202
D003595<>8202
D009341<>1053
D007257<>3762
D015046<>3169
D015513<>264794
D019121<>3242
D009844<>82919
D031109<>72
D007296<>248
D007844<>1170
D014445<>353
D020369<>990
D020369<>990
D011999<>2069
D011999<>2069
D013005<>313
D013005<>313
D013005<>313
D013005<>313
D013005<>313
D013005<>313
D013005<>313
D017762<>472
D017122<>2328
D017122<>2328
D017122<>2328
D006741<>264
D047311<>1424
D047311<>1424
D055471<>70
D055471<>70
D013284<>390223
D011822<>3956
D018062<>168
D018062<>168
D017730<>2215
D017730<>2215
D017730<>2215
D052686<>130
D052686<>130
D004976<>2208
D004976<>2208
D010522<>979
D010522<>979
D054549<>2950
D007367<>1157
D054042<>1659
D010021<>2999
D008993<>355
D011313<>33334
D011313<>33334
D055420<>5601
D055420<>5601
D005382<>5768
D055011<>106460
D044139<>3078
D044139<>3078
D005348<>3046
D054349<>128
D001834<>13220
D057920<>70
D007664<>33509
D013026<>13986
D010523<>137956
D053616<>1044
D053616<>1044
D050641<>415
D050641<>415
D050641<>415
D021542<>111539
D012000<>160
D000075663<>60
D008859<>3933
D008859<>3933
D014726<>3499
D014715<>4793
D014715<>4793
D001927<>1122422
D031941<>192
D031941<>192
D031941<>192
D059229<>673
D059229<>673
D059229<>673
D015673<>5141
D015673<>5141
D015673<>5141
D015673<>5141
D053302<>323
D053302<>323
D053302<>323
D018409<>4122
D058668<>2177
D058668<>2177
D038542<>389
D038542<>389
D010873<>3249
D000398<>2299
D000398<>2299
D059948<>184
D059948<>184
D059948<>184
D059948<>184
D059948<>184
D059948<>184
D007647<>1259
D007647<>1259
D007647<>1259
D007647<>1259
D007647<>1259
D007647<>1259
D009304<>393
D009304<>393
D009304<>393
D009304<>393
D009304<>393
D014539<>3549
D014539<>3549
D014539<>3549
D014539<>3549
D014539<>3549
D005719<>20032
D005719<>20032
D005719<>20032
D015452<>1985
D015452<>1985
D015452<>1985
D000069460<>10
D000069460<>10
D000071443<>657
D000071443<>657
D000071443<>657
D008363<>245
D008363<>245
D008363<>245
D008363<>245
D000067596<>1327
D000067596<>1327
D000067596<>1327
D000071075<>58
D019675<>241
D000070003<>19
D000070003<>19
D000070003<>19
D014628<>15820
D050841<>222
D050841<>222
D050841<>222
D063505<>1601
D063505<>1601
D063505<>1601
D063505<>1601
D019547<>6154
D015988<>663
D015988<>663
D014565<>474962
D014565<>474962
D014565<>474962
D019260<>1664
D020531<>3410
D051858<>18116
D051858<>18116
D007304<>12705
D057829<>537
D011690<>2900
D014189<>3407
D058952<>79
D058952<>79
D000870<>1080
D000870<>1080
D000870<>1080
D010558<>2100
D054343<>158
D002312<>13817
D002312<>13817
D017085<>3982
D017085<>3982
D017085<>3982
D017085<>3982
D006135<>1762
D030521<>3993
D008788<>175
D008788<>175
D008788<>175
D008408<>28692
D057968<>1007
D032821<>569
D032821<>569
D031313<>25
D004385<>526
D004385<>526
D010067<>21110
D010067<>21110
D055397<>7931
D029561<>414
D005479<>778
D055453<>1231
D051907<>3119
D051907<>3119
D017287<>3714
D017287<>3714
D064166<>297
D013811<>11574
D000071081<>83
D000071081<>83
D017415<>286
D017415<>286
D017415<>286
D017415<>286
D026781<>24
D007600<>17210
D064797<>8905
D064797<>8905
D019721<>2082
D001156<>2437
D012131<>60738
D031950<>0
D003151<>11743
D052776<>1169843
D000043<>4606
D017064<>941
D017064<>941
D008526<>28739
D017271<>16459
D017271<>16459
D017271<>16459
D048688<>310
D048688<>310
D048688<>310
D048688<>310
D039781<>6747
D039781<>6747
D039781<>6747
D039781<>6747
D008392<>1055
D031341<>694
D059951<>1695
D059951<>1695
D059951<>1695
D059951<>1695
D059951<>1695
D059951<>1695
D000073637<>63
D000073637<>63
D000073637<>63
D015670<>22027
D009792<>31558
D009792<>31558
D009792<>31558
D004141<>3620
D020031<>23952
D020031<>23952
D016958<>4005
D016958<>4005
D019022<>51
D019022<>51
D007831<>1668
D007831<>1668
D018559<>1775
D000070004<>19
D014863<>4893
D020695<>254
D020695<>254
D020695<>254
D020695<>254
D005164<>5223
D005164<>5223
D005164<>5223
D000074765<>281
D000074765<>281
D000074765<>281
D000074765<>281
D000074765<>281
D011722<>8503
D065707<>29
D065707<>29
D010166<>49366
D010166<>49366
D011060<>634
D011060<>634
D011060<>634
D011060<>634
D002652<>20505
D015337<>17007
D015337<>17007
D015337<>17007
D012785<>17667
D011564<>5778
D011564<>5778
D011564<>5778
D027042<>91
D027042<>91
D027042<>91
D003811<>482
D003811<>482
D003811<>482
D014599<>112480
D044725<>17
D009420<>1767844
D008110<>2338
D046428<>227
D004388<>10849
D046589<>700
D046589<>700
D046589<>700
D046589<>700
D046589<>700
D046589<>700
D046589<>700
D006726<>124
D006726<>124
D006726<>124
D006726<>124
D035681<>80
D000068857<>665
D062306<>1928
D062306<>1928
D017003<>92
D010671<>10374
D010671<>10374
D009645<>238
D001096<>3633
D012020<>110
D012020<>110
D012020<>110
D007839<>55602
D007839<>55602
D013534<>4511
D000134<>6912
D051928<>738
D051928<>738
D000658<>10610
D000658<>10610
D000658<>10610
D019188<>3266
D006734<>26139
D018209<>497
D002637<>52358
D031214<>58
D019519<>0
D003084<>394
D003084<>394
D003084<>394
D003084<>394
D002023<>839
D061266<>1455
D061266<>1455
D000350<>14049
D000073818<>106
D048468<>241
D012343<>27564
D052688<>1063
D052688<>1063
D008584<>781
D008584<>781
D008584<>781
D008584<>781
D012298<>306
D011655<>36597
D011655<>36597
D014070<>83510
D038062<>4019
D038062<>4019
D011837<>13357
D011837<>13357
D054302<>9989
D054302<>9989
D054302<>9989
D054302<>9989
D010267<>969
D017788<>131
D017788<>131
D047852<>1350
D047852<>1350
D018033<>1876
D018033<>1876
D018033<>1876
D051339<>1835
D051339<>1835
D020615<>1114
D020615<>1114
D048908<>1161
D048908<>1161
D034201<>5460
D000073563<>44466
D019870<>837
D020598<>1468
D020598<>1468
D020598<>1468
D020218<>8976
D020218<>8976
D020218<>8976
D020218<>8976
D020218<>8976
D020218<>8976
D014255<>3808
D014255<>3808
D014255<>3808
D044683<>352
D044683<>352
D003412<>26520
D005919<>40271
D005919<>40271
D005667<>1507
D005667<>1507
D005667<>1507
D005667<>1507
D005667<>1507
D004759<>1262
D004759<>1262
D004759<>1262
D004759<>1262
D004759<>1262
D004759<>1262
D004759<>1262
D014819<>3155
D014819<>3155
D014819<>3155
D011007<>1386
D011007<>1386
D011007<>1386
D011007<>1386
D010536<>786
D010536<>786
D010536<>786
D008734<>3228
D055158<>68
D055158<>68
D055158<>68
D000071826<>97
D027422<>25
D013268<>37419
D018435<>19335
D018435<>19335
D018435<>19335
D018435<>19335
D018435<>19335
D018435<>19335
D001508<>234
D058752<>3181
D058752<>3181
D014166<>959960
D016650<>7985
D016650<>7985
D016650<>7985
D016650<>7985
D016650<>7985
D003661<>71910
D003661<>71910
D014164<>250
D002823<>7732
D002823<>7732
D011460<>19936
D011460<>19936
D011518<>236036
D015031<>466
D000069336<>213
D002148<>5344
D031343<>261
D003209<>997
D003209<>997
D058534<>2686
D058534<>2686
D058534<>2686
D003028<>90
D010296<>27306
D000562<>12690
D016662<>8778
D016662<>8778
D000367<>474953
D000367<>474953
D010167<>319
D014407<>565710
D016543<>170907
D016543<>170907
D005409<>419
D011412<>69328
D011412<>69328
D011412<>69328
D006007<>127
D016306<>2739
D005438<>1565
D020742<>4965
D020742<>4965
D020742<>4965
D020742<>4965
D002928<>219
D016811<>477
D042964<>2637
D042964<>2637
D000354<>58521
D000287<>81612
D044162<>3136
D044162<>3136
D044162<>3136
D044162<>3136
D044162<>3136
D002960<>1116
D046710<>19
D035661<>891
D003466<>15590
D003466<>15590
D054832<>1062
D054832<>1062
D054832<>1062
D000072661<>3240
D000072661<>3240
D066250<>31
D018518<>300
D058538<>2768
D005521<>5744
D005521<>5744
D005521<>5744
D005521<>5744
D001807<>41644
D004675<>3038
D004675<>3038
D004675<>3038
D004675<>3038
D004675<>3038
D004675<>3038
D004675<>3038
D004675<>3038
D004675<>3038
D019154<>580
D019154<>580
D019154<>580
D019154<>580
D009748<>323992
D016061<>220
D012356<>865
D052281<>128
D052281<>128
D031108<>254
D059015<>2862
D011055<>3881
D044003<>347
D055947<>241
D055947<>241
D055947<>241
D055947<>241
D055947<>241
D055947<>241
D013280<>15799
D009107<>4350
D009107<>4350
D051716<>1309
D000074868<>85
D000074868<>85
D000074868<>85
D000074868<>85
D058008<>193
D066265<>526
D066265<>526
D018655<>36822
D018655<>36822
D018655<>36822
D018655<>36822
D018655<>36822
D018655<>36822
D018655<>36822
D051179<>2251
D004680<>312
D005800<>23033
D005800<>23033
D005800<>23033
D018761<>1701
D018761<>1701
D018761<>1701
D018761<>1701
D018761<>1701
D008359<>340
D008670<>1041516
D013507<>117935
D016676<>8481
D016676<>8481
D016676<>8481
D016676<>8481
D016676<>8481
D046349<>70
D046349<>70
D046349<>70
D046349<>70
D021181<>605
D055504<>3928
D055504<>3928
D055504<>3928
D002721<>174
D002608<>3748
D002608<>3748
D007727<>230
D007376<>37751
D007376<>37751
D007376<>37751
D007376<>37751
D007376<>37751
D007376<>37751
D016660<>7
D015865<>1904
D035704<>32
D047428<>38835
D061388<>782
D001942<>34744
D001942<>34744
D001942<>34744
D001942<>34744
D003547<>395
D000074183<>8782
D000074183<>8782
D000074183<>8782
D017098<>1626
D017098<>1626
D000070076<>16
D000070076<>16
D005724<>51019
D020271<>80519
D020271<>80519
D039904<>31686
D004615<>451
D009639<>314
D031609<>49
D007467<>8573
D010713<>37082
D055355<>9095
D055355<>9095
D065227<>15572
D065227<>15572
D063726<>68
D001697<>577870
D001697<>577870
D001697<>577870
D042726<>225
D027544<>2936
D015992<>112750
D015992<>112750
D015992<>112750
D015992<>112750
D011004<>235
D009434<>105055
D020442<>2677
D020442<>2677
D020442<>2677
D020442<>2677
D066238<>12
D066238<>12
D066238<>12
D043942<>18464
D041561<>8
D029629<>4372
D001938<>79981
D018003<>1018
D018003<>1018
D001054<>10980
D001054<>10980
D001054<>10980
D015933<>774
D017255<>1044
D017255<>1044
D017255<>1044
D013626<>43
D013626<>43
D013626<>43
D003331<>55693
D003331<>55693
D016585<>2800
D016585<>2800
D051153<>13478
D051153<>13478
D009321<>2370
D008108<>13856
D008108<>13856
D014579<>853
D014579<>853
D014579<>853
D019851<>24197
D002508<>25625
D002508<>25625
D002508<>25625
D011001<>767
D011001<>767
D011001<>767
D011001<>767
D017665<>8990
D017665<>8990
D017665<>8990
D018973<>10859
D018973<>10859
D015643<>514
D000072000<>4113
D000072000<>4113
D000072000<>4113
D000072000<>4113
D000072<>31
D011960<>46369
D011960<>46369
D028021<>2474
D028021<>2474
D028021<>2474
D028021<>2474
D064235<>817
D022062<>5561
D022062<>5561
D010207<>866
D006625<>1103
D006625<>1103
D006625<>1103
D006625<>1103
D004476<>5105
D004476<>5105
D004476<>5105
D004476<>5105
D004476<>5105
D004256<>2977
D000075388<>771
D000075388<>771
D000075388<>771
D000075388<>771
D000075388<>771
D000075388<>771
D050494<>730
D050494<>730
D050494<>730
D050494<>730
D061307<>10164
D010958<>7977
D010958<>7977
D010958<>7977
D032303<>15
D055552<>513
D058112<>718
D058112<>718
D058112<>718
D049454<>803
D049454<>803
D000071229<>20
D000071821<>554
D006524<>2721
D006524<>2721
D006524<>2721
D052116<>1047
D060437<>202
D060437<>202
D013832<>4606
D020818<>136
D020818<>136
D020818<>136
D019221<>3079
D019221<>3079
D019221<>3079
D019221<>3079
D019221<>3079
D055429<>512
D055429<>512
D055429<>512
D018795<>2744
D018795<>2744
D064531<>680
D002803<>288
D019389<>3970
D019389<>3970
D019389<>3970
D019389<>3970
D019389<>3970
D019389<>3970
D060169<>42
D060169<>42
D060169<>42
D032024<>299
D011130<>2
D006136<>1055
D007262<>52907
D007262<>52907
D061226<>1023
D061226<>1023
D061226<>1023
D061226<>1023
D061226<>1023
D009337<>625
D029788<>449
D031825<>187
D014557<>235
D014557<>235
D014557<>235
D014557<>235
D012907<>137718
D007752<>23604
D008550<>18175
D008550<>18175
D012500<>152
D056663<>41
D056663<>41
D056663<>41
D020815<>10392
D054543<>55
D054543<>55
D035481<>117
D035481<>117
D053448<>529
D013617<>7271
D013617<>7271
D013617<>7271
D005468<>323
D005468<>323
D005468<>323
D008200<>1315
D045642<>33
D058891<>1922
D058891<>1922
D010032<>2368
D029864<>141
D014018<>83373
D014018<>83373
D037621<>6014
D037621<>6014
D037621<>6014
D037621<>6014
D037621<>6014
D000066505<>449
D051840<>873
D051840<>873
D051840<>873
D009653<>133
D014139<>6741
D014139<>6741
D014139<>6741
D014139<>6741
D065787<>21
D065787<>21
D019006<>6670
D019006<>6670
D019006<>6670
D043383<>710
D017052<>33952
D017052<>33952
D017052<>33952
D017052<>33952
D057906<>2620
D005030<>6907
D012027<>3530
D004400<>113
D010971<>667
D007940<>863
D007940<>863
D020671<>2972
D020671<>2972
D020671<>2972
D002137<>53142
D014704<>3722
D017931<>103718
D017931<>103718
D011220<>1142
D013106<>14046
D013106<>14046
D013106<>14046
D013106<>14046
D013106<>14046
D013106<>14046
D013106<>14046
D013106<>14046
D013106<>14046
D013430<>361
D008048<>4058
D008048<>4058
D008048<>4058
D056629<>155
D056629<>155
D008555<>1863
D008555<>1863
D008555<>1863
D008555<>1863
D053612<>10215
D053612<>10215
D000383<>83656
D051665<>252
D051665<>252
D051665<>252
D050791<>23948
D050791<>23948
D050791<>23948
D050791<>23948
D052679<>493
D052679<>493
D065590<>44
D065590<>44
D065590<>44
D065590<>44
D033881<>39
D033881<>39
D033881<>39
D010965<>891
D057775<>887
D008126<>6080
D000071676<>1454
D000071676<>1454
D000071676<>1454
D022542<>2514
D022542<>2514
D022542<>2514
D022542<>2514
D002514<>397
D002514<>397
D002514<>397
D003710<>1382166
D003710<>1382166
D003710<>1382166
D008309<>648
D004092<>517
D004092<>517
D000073979<>516
D000073979<>516
D000073979<>516
D006945<>3517
D006267<>5963
D006267<>5963
D006267<>5963
D018658<>631
D005983<>7857
D052138<>92418
D010307<>8393
D010307<>8393
D010307<>8393
D010307<>8393
D018252<>407
D018252<>407
D015456<>279
D015456<>279
D015456<>279
D059911<>81
D059911<>81
D059911<>81
D059911<>81
D059911<>81
D059911<>81
D013285<>15302
D013285<>15302
D006775<>241
D000073890<>221
D000073890<>221
D000073890<>221
D000073890<>221
D000073890<>221
D049919<>148
D000269<>6149
D000269<>6149
D060946<>80
D010491<>358
D010491<>358
D010491<>358
D017785<>11321
D017785<>11321
D017785<>11321
D017785<>11321
D017785<>11321
D018552<>1652
D013359<>184
D013058<>223684
D019892<>3152
D019892<>3152
D019892<>3152
D018802<>17112
D059707<>4
D053668<>1455
D053668<>1455
D053668<>1455
D005978<>54383
D057235<>101
D048070<>259
D048070<>259
D007564<>123354
D007564<>123354
D013979<>8583
D009954<>2187
D010157<>2956
D010157<>2956
D010157<>2956
D010157<>2956
D010157<>2956
D010157<>2956
D055096<>88900
D005571<>85
D018408<>37078
D018408<>37078
D013476<>119
D013476<>119
D009454<>5723
D009454<>5723
D009454<>5723
D060487<>76
D060487<>76
D060487<>76
D000875<>912
D000875<>912
D011383<>1198
D046508<>193590
D002620<>1450120
D000075925<>10
D018273<>2403
D018273<>2403
D018273<>2403
D018273<>2403
D018273<>2403
D018273<>2403
D001306<>7654
D050902<>34
D055368<>36
D004537<>738
D009873<>12734
D018341<>3503
D018341<>3503
D018341<>3503
D000069472<>194
D000069472<>194
D054659<>1468
D009697<>3113
D009697<>3113
D009697<>3113
D044224<>2135
D044224<>2135
D033541<>981
D014675<>29454
D014675<>29454
D014675<>29454
D014675<>29454
D004851<>3159
D014581<>15268
D014581<>15268
D013048<>325395
D013048<>325395
D001824<>598187
D001824<>598187
D003924<>117213
D003924<>117213
D051920<>510
D000478<>79776
D000478<>79776
D000478<>79776
D010805<>12243
D050501<>48
D050501<>48
D050501<>48
D014062<>9573
D014062<>9573
D014062<>9573
D007970<>35613
D022004<>75557
D022004<>75557
D000070621<>52
D000070621<>52
D004230<>341
D004230<>341
D010834<>2034
D010834<>2034
D007246<>61904
D007246<>61904
D004726<>1272
D004726<>1272
D007913<>33
D007913<>33
D007913<>33
D029042<>691
D007756<>892
D007909<>36082
D017713<>6737
D000072666<>93
D000072666<>93
D011019<>3744
D011019<>3744
D011019<>3744
D011019<>3744
D018937<>6033
D018937<>6033
D018937<>6033
D012689<>46822
D012689<>46822
D008754<>1
D025102<>44
D025102<>44
D025102<>44
D025102<>44
D010604<>16354
D016263<>735
D016263<>735
D016263<>735
D016263<>735
D016263<>735
D019069<>33751
D019069<>33751
D002919<>931
D018493<>258
D008148<>10494
D008148<>10494
D017207<>291732
D029776<>123
D011091<>34101
D011091<>34101
D011091<>34101
D004870<>125
D065927<>320
D065927<>320
D018039<>5144
D018039<>5144
D018039<>5144
D009138<>546
D062408<>776
D062408<>776
D000071560<>513
D000071560<>513
D000071560<>513
D000071560<>513
D004926<>264966
D004926<>264966
D054588<>133
D054588<>133
D054588<>133
D009189<>983
D009189<>983
D024722<>1187
D024722<>1187
D024722<>1187
D024722<>1187
D002672<>556
D002672<>556
D019097<>799
D001916<>9664
D004765<>463
D004765<>463
D000818<>21820816
D007456<>61902
D007456<>61902
D007605<>3403
D020232<>98
D020232<>98
D020270<>250
D020270<>250
D020270<>250
D020270<>250
D020270<>250
D020270<>250
D032128<>29
D012333<>398728
D057747<>267
D053557<>38
D053557<>38
D053557<>38
D011565<>36331
D006078<>9436
D001270<>2392
D020000<>6916
D047494<>1051
D029503<>417
D029503<>417
D029503<>417
D029503<>417
D053581<>1473
D008284<>4040
D008284<>4040
D008284<>4040
D007398<>305939
D006983<>1581
D010022<>2581
D008469<>955
D008469<>955
D019258<>1274
D019258<>1274
D004377<>1951
D004377<>1951
D011913<>1294
D011913<>1294
D057790<>84
D057790<>84
D057790<>84
D057790<>84
D019071<>245
D058442<>316
D044443<>57
D016782<>77511
D009169<>46302
D009169<>46302
D050608<>1191
D050608<>1191
D050608<>1191
D050608<>1191
D050608<>1191
D056921<>572
D056921<>572
D056921<>572
D056921<>572
D056921<>572
D056921<>572
D023441<>356
D023441<>356
D023441<>356
D012380<>102997
D004861<>1082
D000071740<>800
D000071740<>800
D000071740<>800
D007346<>1353
D002254<>39189
D002254<>39189
D002254<>39189
D050864<>56
D011243<>1726
D011243<>1726
D049970<>1775
D049970<>1775
D049970<>1775
D049970<>1775
D049970<>1775
D005098<>7039
D007511<>56020
D008717<>2969
D008717<>2969
D001312<>492
D019456<>1019
D019456<>1019
D019456<>1019
D019456<>1019
D064446<>1117
D064446<>1117
D064446<>1117
D010566<>9437
D010566<>9437
D002760<>15391
D002760<>15391
D002760<>15391
D002760<>15391
D002760<>15391
D002760<>15391
D063991<>230
D063991<>230
D063991<>230
D063991<>230
D063991<>230
D063991<>230
D003534<>2651
D003534<>2651
D014850<>10810
D028884<>3097
D028884<>3097
D028884<>3097
D051336<>4140
D051336<>4140
D016303<>1169
D016303<>1169
D016303<>1169
D007788<>539
D007788<>539
D007859<>21227
D007859<>21227
D007859<>21227
D007097<>20940
D008631<>386
D008631<>386
D008631<>386
D008631<>386
D008631<>386
D000075802<>802
D000075802<>802
D000075802<>802
D000862<>297
D000862<>297
D011371<>1385
D011371<>1385
D054520<>30
D055112<>239
D016045<>3804
D016045<>3804
D016045<>3804
D016045<>3804
D016045<>3804
D016045<>3804
D006562<>11193
D006700<>2575
D008844<>1411
D008844<>1411
D008844<>1411
D008844<>1411
D008844<>1411
D008844<>1411
D013951<>4591
D017365<>1285
D017365<>1285
D004443<>18710
D006549<>1637
D006549<>1637
D017202<>406187
D017202<>406187
D015362<>3066
D050984<>293
D050984<>293
D050984<>293
D050984<>293
D005902<>13056
D012388<>3167
D012388<>3167
D012388<>3167
D012388<>3167
D029774<>243
